acceptability,Air Bag-Frontal-Driver,Air Bag-Frontal-Passenger,Basic Miles/km,Basic Years,Body Style,brake type,Brakes-ABS,Car year,drivetrain,Gas Mileage city,Gas Mileage Hwy,MRP,Parking Aid,Passenger Capacity,Tire Pressure Monitor
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,20500,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,22500,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,22650,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,22800,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,22950,0,5,0
accepted,1,1,36000,3,3,4,1,2004,3,24,34,24300,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,24450,0,5,0
accepted,1,1,36000,3,3,4,1,2004,3,24,34,26300,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,24,34,26450,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,26,34,15900,0,5,0
accepted,1,1,36000,3,3,4,1,2004,3,26,34,19300,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,26,34,19550,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,26,34,21700,0,5,0
accepted,1,1,36000,3,3,4,1,2004,3,26,34,22000,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,26,34,23500,0,5,0
unaccepted,1,1,36000,3,3,4,1,2004,3,26,34,25500,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,1,17,24,29405,0,5,0
accepted,1,1,36000,3,3,4,1,2005,1,17,24,34455,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,14,20,39370,1,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,17,25,33130,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,19,27,27305,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,19,28,28555,0,5,1
unaccepted,1,1,36000,3,3,4,1,2005,3,20,30,25460,0,5,1
accepted,1,1,36000,3,3,4,1,2005,3,21,30,23950,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,21,30,26850,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,21,30,28850,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,22,31,18220,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,22,32,21265,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,22,32,24060,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,24,34,17095,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,24,34,17995,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,24,34,20575,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,24,34,20725,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,24,34,23000,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,24,34,23150,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,24,34,24600,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,24,34,24750,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,24,34,26600,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,24,34,26750,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,26,34,16295,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,26,34,19775,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,26,34,22200,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,26,34,23800,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,26,34,25800,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,29,37,30140,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,29,37,32140,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,31,38,18310,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,31,38,18560,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,31,38,18760,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,32,37,17510,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,32,37,17760,0,5,0
unaccepted,1,1,36000,3,3,4,1,2005,3,32,37,17960,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,45,51,19900,0,5,0
accepted,1,1,36000,3,3,4,1,2005,3,46,51,20050,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,14,20,35320,0,5,1
accepted,1,1,36000,3,3,4,1,2006,3,14,20,39920,1,5,1
accepted,1,1,36000,3,3,4,1,2006,3,17,25,30030,0,5,1
unaccepted,1,1,36000,3,3,4,1,2006,3,17,25,34055,0,5,1
unaccepted,1,1,36000,3,3,4,1,2006,3,18,28,26330,0,5,1
accepted,1,1,36000,3,3,4,1,2006,3,19,26,22865,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,19,27,22570,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,19,27,23730,0,5,1
accepted,1,1,36000,3,3,4,1,2006,3,19,27,25830,0,5,1
unaccepted,1,1,36000,3,3,4,1,2006,3,19,27,27825,0,5,1
accepted,1,1,36000,3,3,4,1,2006,3,20,29,25100,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,20,29,27300,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,20,29,29300,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,21,30,27300,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,21,30,29300,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,22,31,17040,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,22,32,19865,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,22,32,23065,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,19025,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,20825,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,20975,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,21525,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,21675,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,23250,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,24,34,23400,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,24950,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,25100,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,24,34,26950,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,24,34,27100,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,26,34,18225,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,26,34,20025,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,26,34,20725,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,26,34,22450,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,26,34,24150,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,26,34,26150,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,30,38,14760,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,30,38,16710,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,30,38,18460,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,30,38,19960,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,30,40,15560,0,5,0
accepted,1,1,36000,3,3,4,1,2006,3,30,40,17510,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,30,40,19260,0,5,0
unaccepted,1,1,36000,3,3,4,1,2006,3,30,40,20760,0,5,0
accepted,1,1,36000,3,3,4,1,2007,1,17,24,26970,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,1,17,24,28965,0,5,1
accepted,1,1,36000,3,3,4,1,2007,1,17,24,30720,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,1,17,24,31200,0,5,1
accepted,1,1,36000,3,3,4,1,2007,1,17,24,37200,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,14,20,36045,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,14,20,40545,1,5,1
accepted,1,1,36000,3,3,4,1,2007,3,17,25,30640,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,17,25,32740,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,17,25,35100,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,18,25,25320,0,5,1
accepted,1,1,36000,3,3,4,1,2007,3,18,25,27315,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,18,25,29070,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,18,26,23470,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,18,27,28040,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,19,27,22225,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,19,27,25890,0,5,1
accepted,1,1,36000,3,3,4,1,2007,3,19,27,28445,0,5,1
accepted,1,1,36000,3,3,4,1,2007,3,20,29,24250,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,20,29,24345,0,5,1
accepted,1,1,36000,3,3,4,1,2007,3,20,29,25200,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,20,29,26435,0,5,1
unaccepted,1,1,36000,3,3,4,1,2007,3,20,29,27400,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,20,29,29400,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,21,30,27400,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,21,30,29400,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,22,32,17330,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,22,32,20145,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,22,32,23675,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,23,32,21290,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,23,32,21490,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,23,32,23040,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,23,32,23240,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,24,34,19425,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,24,34,20925,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,24,34,21075,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,24,34,22375,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,24,34,22525,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,24,34,23350,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,24,34,23500,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,24,34,25050,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,24,34,25200,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,24,34,27050,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,24,34,27200,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,26,34,18625,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,26,34,20125,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,26,34,21575,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,26,34,22550,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,26,34,24250,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,26,34,26250,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,28,35,31090,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,28,35,33090,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,28,39,24590,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,30,38,15010,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,30,38,16960,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,30,38,18710,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,30,38,20460,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,30,40,15810,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,30,40,17760,0,5,0
unaccepted,1,1,36000,3,3,4,1,2007,3,30,40,19510,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,30,40,21260,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,31,37,15970,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,31,38,14650,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,33,38,13850,0,5,0
accepted,1,1,36000,3,3,4,1,2007,3,33,38,15170,0,5,0
unaccepted,1,1,36000,3,3,4,1,2008,1,15,22,27485,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,15,22,28895,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,1,15,22,30035,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,1,15,22,32340,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,15,22,32845,1,5,1
unaccepted,1,1,36000,3,3,4,1,2008,1,15,22,33715,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,15,22,34810,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,1,15,22,38315,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,17,24,25485,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,17,24,29470,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,17,25,23660,0,5,1
accepted,1,1,36000,3,3,4,1,2008,1,17,25,24750,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,13,18,37215,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,15,23,31615,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,15,23,36215,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,16,24,25735,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,16,24,28265,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,16,24,29355,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,16,24,31075,1,5,1
accepted,1,1,36000,3,3,4,1,2008,3,17,24,26545,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,17,24,29485,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,17,24,32615,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,17,26,27095,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,18,26,21810,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,18,26,22900,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,18,28,23635,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,18,28,25330,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,18,28,27620,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,18,28,27650,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,18,29,25245,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,19,29,25960,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,19,29,28060,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,19,29,30260,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,20,29,18135,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,20,29,19060,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,20,29,20150,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,21,29,21310,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,21,29,21510,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,21,29,23060,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,21,29,23260,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,21,29,29500,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,21,31,21160,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,21,31,22160,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,21,31,23860,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,21,31,25860,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,21,31,28060,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,22,30,19900,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,22,30,21185,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,22,30,23040,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,22,31,20360,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,22,31,21360,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,22,31,23060,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,22,31,25060,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,22,31,27260,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,24,32,23895,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,24,36,24590,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,25,36,15810,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,25,36,17760,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,25,36,19510,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,25,36,20710,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,25,36,21260,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,25,36,22460,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,26,34,15010,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,26,34,16960,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,26,34,18710,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,26,34,19910,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,26,34,20460,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,26,34,21660,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,27,33,16070,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,27,34,14750,0,5,1
accepted,1,1,36000,3,3,4,1,2008,3,28,34,13950,0,5,1
unaccepted,1,1,36000,3,3,4,1,2008,3,28,34,15270,0,5,1
accepted,1,1,36000,3,3,4,1,2009,1,15,22,31395,1,5,1
unaccepted,1,1,36000,3,3,4,1,2009,1,15,22,34150,1,5,1
unaccepted,1,1,36000,3,3,4,1,2009,1,15,22,36605,1,5,1
unaccepted,1,1,36000,3,3,4,1,2009,1,16,22,34175,1,7,1
unaccepted,1,1,36000,3,3,4,1,2009,1,16,22,36810,1,7,1
unaccepted,1,1,36000,3,3,4,1,2009,1,16,23,34260,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,1,16,25,39175,0,5,1
accepted,1,1,36000,3,3,4,1,2009,1,17,23,29790,0,5,1
accepted,1,1,36000,3,3,4,1,2009,1,17,24,28520,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,1,17,24,32520,1,5,1
accepted,1,1,36000,3,3,4,1,2009,1,17,25,24345,0,5,1
accepted,1,1,36000,3,3,4,1,2009,1,17,25,25605,0,5,1
accepted,1,1,36000,3,3,4,1,2009,1,17,25,32100,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,1,17,25,37025,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,13,19,38970,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,16,24,31135,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,16,25,32160,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,16,25,37135,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,17,24,26635,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,17,24,28550,1,7,1
accepted,1,1,36000,3,3,4,1,2009,3,17,24,29545,1,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,17,24,32300,1,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,17,24,32325,1,7,1
accepted,1,1,36000,3,3,4,1,2009,3,17,24,34755,1,5,1
accepted,1,1,36000,3,3,4,1,2009,3,17,24,34960,1,7,1
accepted,1,1,36000,3,3,4,1,2009,3,17,25,26450,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,17,25,29935,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,17,25,34720,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,17,27,27110,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,17,27,29630,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,18,26,22495,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,18,26,23755,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,18,28,25170,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,18,28,26670,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,18,28,30670,1,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,19,29,23790,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,19,29,24645,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,19,29,26605,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,19,29,28705,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,19,29,30905,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,20,29,19035,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,20,29,20175,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,20,29,22310,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,21,29,22105,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,21,29,22305,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,21,29,24105,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,21,29,24305,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,21,30,21705,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,21,30,22705,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,21,30,24405,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,21,30,26405,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,21,30,28605,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,22,30,21605,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,22,30,22505,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,22,31,20905,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,22,31,21905,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,22,31,23605,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,22,31,25605,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,22,31,27805,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,22,33,24705,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,22,33,26880,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,24,36,25190,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,25,36,16305,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,25,36,17055,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,25,36,18255,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,25,36,18855,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,25,36,20105,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,25,36,21655,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,25,36,22105,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,25,36,23655,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,26,34,15505,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,26,34,16255,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,26,34,17455,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,26,34,18055,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,26,34,19305,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,26,34,20855,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,26,34,21305,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,26,34,22855,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,26,34,25555,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,27,33,14750,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,27,33,16260,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,27,33,17110,0,5,1
unaccepted,1,1,36000,3,3,4,1,2009,3,27,33,18110,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,27,33,18960,0,5,1
accepted,1,1,36000,3,3,4,1,2009,3,28,35,15550,0,5,1
accepted,1,1,36000,3,3,4,1,2010,1,16,22,33600,1,7,1
accepted,1,1,36000,3,3,4,1,2010,1,16,22,36595,1,7,1
accepted,1,1,36000,3,3,4,1,2010,1,16,22,39470,1,7,1
unaccepted,1,1,36000,3,3,4,1,2010,1,16,22,42465,1,7,1
accepted,1,1,36000,3,3,4,1,2010,1,16,23,33470,0,5,1
accepted,1,1,36000,3,3,4,1,2010,1,16,23,40050,1,5,1
accepted,1,1,36000,3,3,4,1,2010,1,17,23,28045,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,1,17,23,29490,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,1,17,23,32005,0,5,1
accepted,1,1,36000,3,3,4,1,2010,1,17,23,32270,1,5,1
accepted,1,1,36000,3,3,4,1,2010,1,17,23,32640,0,5,1
accepted,1,1,36000,3,3,4,1,2010,1,17,23,35070,1,5,1
accepted,1,1,36000,3,3,4,1,2010,1,17,23,35770,1,5,1
unaccepted,1,1,36000,3,3,4,1,2010,1,17,23,37415,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,1,17,24,28355,0,5,1
accepted,1,1,36000,3,3,4,1,2010,1,17,25,29200,0,5,0
unaccepted,1,1,36000,3,3,4,1,2010,1,17,25,33620,1,5,0
accepted,1,1,36000,3,3,4,1,2010,1,17,25,37770,1,5,0
accepted,1,1,36000,3,3,4,1,2010,1,18,25,28115,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,13,19,38180,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,16,25,31370,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,16,25,32345,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,16,25,38010,1,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,17,24,28950,1,7,1
unaccepted,1,1,36000,3,3,4,1,2010,3,17,24,31750,1,7,1
accepted,1,1,36000,3,3,4,1,2010,3,17,24,37620,1,7,1
accepted,1,1,36000,3,3,4,1,2010,3,17,25,25445,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,17,25,26150,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,17,25,26645,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,17,25,28350,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,17,25,30475,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,17,25,31885,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,17,25,35110,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,17,27,29930,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,18,25,27420,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,18,25,30420,1,5,1
accepted,1,1,36000,3,3,4,1,2010,3,18,25,33220,1,5,1
accepted,1,1,36000,3,3,4,1,2010,3,18,25,33920,1,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,18,27,26505,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,18,27,27370,0,5,0
unaccepted,1,1,36000,3,3,4,1,2010,3,18,27,31770,1,5,0
accepted,1,1,36000,3,3,4,1,2010,3,18,28,25170,0,5,0
unaccepted,1,1,36000,3,3,4,1,2010,3,18,29,24290,0,5,1
accepted,1,1,36000,3,3,4,1,2010,3,18,29,25555,0,5,1
unaccepted,1,1,36000,3,3,4,1,2010,3,19,29,26805,0,5,1
